amount,type,k_symbol,operation,datetime,age,account_id
45.93,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,25,24
5512.84,CREDIT,,CREDIT IN CASH,1994-03-07,25,24
2146.38,DEBIT,,CASH WITHDRAWAL,1994-03-21,25,24
140.7,CREDIT,INTEREST CREDITED,,1994-03-31,25,24
10.39,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,25,24
4819.26,CREDIT,,CREDIT IN CASH,1994-04-08,25,24
3647.8,CREDIT,,CREDIT IN CASH,1994-04-17,25,24
2724.38,DEBIT,,CASH WITHDRAWAL,1994-04-20,25,24
107.66,CREDIT,INTEREST CREDITED,,1994-04-30,25,24
8.93,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,25,24
2368.61,DEBIT,,CASH WITHDRAWAL,1994-05-02,25,24
1915.45,DEBIT,,CASH WITHDRAWAL,1994-05-21,25,24
115.21,CREDIT,INTEREST CREDITED,,1994-05-31,25,24
9.0,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,25,24
4594.03,CREDIT,,CREDIT IN CASH,1994-06-08,25,24
3459.62,CREDIT,,CREDIT IN CASH,1994-06-15,25,24
2604.21,DEBIT,,CASH WITHDRAWAL,1994-06-20,25,24
110.01,CREDIT,INTEREST CREDITED,,1994-06-30,25,24
11.95,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-06-30,25,24
3643.93,CREDIT,,CREDIT IN CASH,1994-07-03,25,24
1488.52,DEBIT,,CASH WITHDRAWAL,1994-07-11,25,24
1037.57,DEBIT,,CREDIT CARD WITHDRAWAL,1994-07-17,25,24
100.64,CREDIT,INTEREST CREDITED,,1994-07-31,25,24
15.46,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-07-31,25,24
2178.1,DEBIT,,CASH WITHDRAWAL,1994-08-06,25,24
4917.03,CREDIT,,CREDIT IN CASH,1994-08-12,25,24
2580.8,DEBIT,,CASH WITHDRAWAL,1994-08-19,25,24
3999.13,DEBIT,,CASH WITHDRAWAL,1994-08-22,25,24
150.95,CREDIT,INTEREST CREDITED,,1994-08-31,25,24
10.12,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-08-31,25,24
5783.8,CREDIT,,CREDIT IN CASH,1994-09-16,25,24
6026.73,CREDIT,,CREDIT IN CASH,1994-09-18,25,24
123.92,CREDIT,INTEREST CREDITED,,1994-09-30,25,24
3135.0,DEBIT,,CASH WITHDRAWAL,1994-09-30,25,24
15.12,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-09-30,25,24
5878.83,CREDIT,,CREDIT IN CASH,1994-10-08,25,24
2168.95,CREDIT,,CREDIT IN CASH,1994-10-12,25,24
2225.2,DEBIT,,CASH WITHDRAWAL,1994-10-18,25,24
158.73,CREDIT,INTEREST CREDITED,,1994-10-31,25,24
11.12,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-10-31,25,24
4815.13,CREDIT,,CREDIT IN CASH,1994-11-01,25,24
3824.13,CREDIT,,CREDIT IN CASH,1994-11-06,25,24
1781.09,CREDIT,,CREDIT IN CASH,1994-11-14,25,24
74.65,CREDIT,INTEREST CREDITED,,1994-11-30,25,24
14.24,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-11-30,25,24
3212.21,CREDIT,,CREDIT IN CASH,1994-12-13,25,24
2414.64,CREDIT,,CREDIT IN CASH,1994-12-18,25,24
5039.0,CREDIT,,CREDIT IN CASH,1994-12-23,25,24
119.78,CREDIT,INTEREST CREDITED,,1994-12-31,25,24
12.22,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-12-31,25,24
2453.13,CREDIT,,CREDIT IN CASH,1995-01-14,25,24
1275.26,DEBIT,,CASH WITHDRAWAL,1995-01-18,25,24
113.9,CREDIT,INTEREST CREDITED,,1995-01-31,25,24
14.73,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-01-31,25,24
4721.24,CREDIT,,CREDIT IN CASH,1995-02-07,25,24
958.31,DEBIT,,CASH WITHDRAWAL,1995-02-16,25,24
2149.87,DEBIT,,CASH WITHDRAWAL,1995-02-20,25,24
2885.86,DEBIT,,CASH WITHDRAWAL,1995-02-22,25,24
112.44,CREDIT,INTEREST CREDITED,,1995-02-28,25,24
12.04,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-02-28,25,24
1656.91,DEBIT,,CASH WITHDRAWAL,1995-03-04,25,24
1758.56,DEBIT,,CASH WITHDRAWAL,1995-03-09,25,24
2806.53,CREDIT,,CREDIT IN CASH,1995-03-15,25,24
2344.57,DEBIT,,CASH WITHDRAWAL,1995-03-21,25,24
123.54,CREDIT,INTEREST CREDITED,,1995-03-31,25,24
12.72,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-03-31,25,24
2984.19,CREDIT,,CREDIT IN CASH,1995-04-11,25,24
1535.29,CREDIT,,CREDIT IN CASH,1995-04-17,25,24
143.59,CREDIT,INTEREST CREDITED,,1995-04-30,25,24
13.74,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-04-30,25,24
44.04,CREDIT,INTEREST CREDITED,,1993-06-18,54,25
91.7,CREDIT,INTEREST CREDITED,,1993-06-30,54,25
9.55,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,54,25
2331.46,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-07-06,54,25
789.15,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-10,54,25
4931.13,CREDIT,,CREDIT IN CASH,1993-07-12,54,25
6224.15,CREDIT,,CREDIT IN CASH,1993-07-22,54,25
146.2,CREDIT,INTEREST CREDITED,,1993-07-31,54,25
12.7,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,54,25
2750.84,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-05,54,25
879.67,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-07,54,25
211.82,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-08-09,54,25
593.82,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-12,54,25
5302.13,CREDIT,,CREDIT IN CASH,1993-08-19,54,25
106.16,CREDIT,INTEREST CREDITED,,1993-08-31,54,25
8554.85,CREDIT,,CREDIT IN CASH,1993-08-31,54,25
2144.95,DEBIT,,CASH WITHDRAWAL,1993-09-03,54,25
5279.93,CREDIT,,CREDIT IN CASH,1993-09-04,54,25
471.02,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-05,54,25
2728.58,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-06,54,25
609.56,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-06,54,25
738.89,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-06,54,25
299.06,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-09-08,54,25
485.92,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-09,54,25
434.47,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-11,54,25
4388.56,CREDIT,,CREDIT IN CASH,1993-09-13,54,25
2495.31,DEBIT,,CASH WITHDRAWAL,1993-09-18,54,25
5200.42,CREDIT,,CREDIT IN CASH,1993-09-24,54,25
195.59,CREDIT,INTEREST CREDITED,,1993-09-30,54,25
12.42,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,54,25
526.03,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-05,54,25
273.45,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-10-06,54,25
1118.0,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-07,54,25
512.65,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-08,54,25
526.6,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-09,54,25
281.33,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-10,54,25
1219.27,DEBIT,,CASH WITHDRAWAL,1993-10-13,54,25
5847.88,CREDIT,,CREDIT IN CASH,1993-10-19,54,25
3612.48,DEBIT,,CASH WITHDRAWAL,1993-10-24,54,25
7197.12,CREDIT,,CREDIT IN CASH,1993-10-25,54,25
8328.9,CREDIT,,CREDIT IN CASH,1993-10-26,54,25
105.67,CREDIT,INTEREST CREDITED,,1993-10-31,54,25
19.48,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,54,25
2122.85,DEBIT,,CASH WITHDRAWAL,1993-11-05,54,25
607.76,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-05,54,25
1495.15,DEBIT,,CASH WITHDRAWAL,1993-11-07,54,25
1579.9,DEBIT,,CASH WITHDRAWAL,1993-11-07,54,25
620.94,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-09,54,25
472.57,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-09,54,25
3972.75,CREDIT,,CREDIT IN CASH,1993-11-17,54,25
143.06,CREDIT,INTEREST CREDITED,,1993-11-30,54,25
12.04,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,54,25
3595.08,CREDIT,,CREDIT IN CASH,1993-12-03,54,25
450.34,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-05,54,25
1980.2,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-07,54,25
285.98,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-12-09,54,25
582.14,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-09,54,25
385.71,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-13,54,25
3697.38,CREDIT,,CREDIT IN CASH,1993-12-14,54,25
4428.84,DEBIT,,CASH WITHDRAWAL,1993-12-15,54,25
147.95,CREDIT,INTEREST CREDITED,,1993-12-31,54,25
14.62,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,54,25
608.9,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-05,54,25
1563.91,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-06,54,25
500.03,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-08,54,25
1277.77,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-10,54,25
1652.4,DEBIT,,CASH WITHDRAWAL,1994-01-11,54,25
2077.8,DEBIT,,CASH WITHDRAWAL,1994-01-14,54,25
3007.54,DEBIT,,CASH WITHDRAWAL,1994-01-18,54,25
4101.29,DEBIT,,CASH WITHDRAWAL,1994-01-21,54,25
3961.83,DEBIT,,CASH WITHDRAWAL,1994-01-21,54,25
3129.41,DEBIT,,CASH WITHDRAWAL,1994-01-21,54,25
3629.1,DEBIT,,CASH WITHDRAWAL,1994-01-23,54,25
8994.88,CREDIT,,CREDIT IN CASH,1994-01-24,54,25
4372.19,DEBIT,,CASH WITHDRAWAL,1994-01-24,54,25
9511.36,CREDIT,,CREDIT IN CASH,1994-01-27,54,25
10036.35,CREDIT,,CREDIT IN CASH,1994-01-27,54,25
142.46,CREDIT,INTEREST CREDITED,,1994-01-31,54,25
9.97,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,54,25
584.99,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-02,54,25
3538.43,CREDIT,,CREDIT IN CASH,1993-11-15,77,26
7396.36,CREDIT,,CREDIT IN CASH,1993-11-25,77,26
6754.82,CREDIT,,CREDIT IN CASH,1993-11-26,77,26
154.13,CREDIT,INTEREST CREDITED,,1993-11-30,77,26
6633.86,DEBIT,,CASH WITHDRAWAL,1993-12-04,77,26
18857.22,CREDIT,,CREDIT IN CASH,1993-12-17,77,26
11129.62,CREDIT,,CREDIT IN CASH,1993-12-20,77,26
109.68,CREDIT,INTEREST CREDITED,,1993-12-31,77,26
43.44,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,77,26
12145.45,CREDIT,,CREDIT IN CASH,1994-04-30,77,26
80.27,CREDIT,INTEREST CREDITED,,1994-04-30,77,26
10104.55,CREDIT,,CREDIT IN CASH,1994-05-07,77,26
6799.83,CREDIT,,CREDIT IN CASH,1994-05-18,77,26
2792.64,DEBIT,,CASH WITHDRAWAL,1994-05-18,77,26
7940.36,CREDIT,,CREDIT IN CASH,1994-05-22,77,26
146.18,CREDIT,INTEREST CREDITED,,1994-05-31,77,26
175.5,CREDIT,INTEREST CREDITED,,1994-06-30,77,26
25.04,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-07-31,77,26
133.74,CREDIT,INTEREST CREDITED,,1994-07-31,77,26
8956.52,CREDIT,,CREDIT IN CASH,1994-08-08,77,26
4799.58,CREDIT,,CREDIT IN CASH,1994-08-11,77,26
2159.29,DEBIT,,CASH WITHDRAWAL,1994-08-14,77,26
4992.22,CREDIT,,CREDIT IN CASH,1994-08-21,77,26
5022.73,DEBIT,,CASH WITHDRAWAL,1994-08-21,77,26
132.52,CREDIT,INTEREST CREDITED,,1994-08-31,77,26
121.81,CREDIT,INTEREST CREDITED,,1994-08-31,77,26
7855.99,CREDIT,,CREDIT IN CASH,1994-09-08,77,26
5872.21,CREDIT,,CREDIT IN CASH,1994-09-14,77,26
2939.15,DEBIT,,CASH WITHDRAWAL,1994-09-21,77,26
14.69,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-09-30,77,26
172.51,CREDIT,INTEREST CREDITED,,1994-09-30,77,26
7303.28,CREDIT,,CREDIT IN CASH,1994-10-10,77,26
2610.85,CREDIT,,CREDIT IN CASH,1994-10-17,77,26
4812.82,CREDIT,,CREDIT IN CASH,1994-10-21,77,26
6855.32,CREDIT,,CREDIT IN CASH,1994-10-21,77,26
3022.17,DEBIT,,CASH WITHDRAWAL,1994-10-24,77,26
16.1,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-10-31,77,26
153.68,CREDIT,INTEREST CREDITED,,1994-10-31,77,26
6392.03,CREDIT,,CREDIT IN CASH,1994-11-08,77,26
2247.82,CREDIT,,CREDIT IN CASH,1994-11-14,77,26
5371.08,CREDIT,,CREDIT IN CASH,1994-11-17,77,26
117.71,CREDIT,INTEREST CREDITED,,1994-11-30,77,26
16.7,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-11-30,77,26
7418.42,CREDIT,,CREDIT IN CASH,1994-12-02,77,26
3066.32,CREDIT,,CREDIT IN CASH,1994-12-12,77,26
2988.02,CREDIT,,CREDIT IN CASH,1994-12-17,77,26
5208.98,CREDIT,,CREDIT IN CASH,1994-12-20,77,26
103.9,CREDIT,INTEREST CREDITED,,1994-12-31,77,26
18.02,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-12-31,77,26
90.79,CREDIT,INTEREST CREDITED,,1994-12-31,77,26
1779.63,DEBIT,,CASH WITHDRAWAL,1995-01-04,77,26
3651.71,CREDIT,,CREDIT IN CASH,1995-01-11,77,26
1066.5,DEBIT,,CASH WITHDRAWAL,1995-01-15,77,26
4776.01,CREDIT,,CREDIT IN CASH,1995-01-18,77,26
121.24,CREDIT,INTEREST CREDITED,,1995-01-31,77,26
17.2,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-01-31,77,26
83.28,CREDIT,INTEREST CREDITED,,1995-01-31,77,26
1489.82,DEBIT,,CASH WITHDRAWAL,1995-05-02,77,26
82.99,CREDIT,INTEREST CREDITED,,1995-05-02,77,26
3924.44,CREDIT,,CREDIT IN CASH,1995-05-14,77,26
880.63,DEBIT,,CASH WITHDRAWAL,1995-05-18,77,26
118.65,CREDIT,INTEREST CREDITED,,1995-05-31,77,26
99.51,CREDIT,INTEREST CREDITED,,1995-05-31,77,26
3384.06,DEBIT,,CASH WITHDRAWAL,1995-06-10,77,26
3165.9,CREDIT,,CREDIT IN CASH,1995-06-14,77,26
67.23,CREDIT,INTEREST CREDITED,,1995-06-30,77,26
13.62,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-06-30,77,26
132.71,CREDIT,INTEREST CREDITED,,1995-06-30,77,26
5255.31,CREDIT,,CREDIT IN CASH,1995-07-02,77,26
1451.77,DEBIT,,CASH WITHDRAWAL,1995-07-09,77,26
3302.84,CREDIT,,CREDIT IN CASH,1995-07-16,77,26
3457.35,CREDIT,,CREDIT IN CASH,1995-07-18,77,26
125.23,CREDIT,INTEREST CREDITED,,1995-07-31,77,26
10.74,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-07-31,77,26
57.53,CREDIT,INTEREST CREDITED,,1995-09-30,77,26
15.38,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-09-30,77,26
82.2,CREDIT,INTEREST CREDITED,,1995-10-31,77,26
15.3,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-10-31,77,26
1571.46,DEBIT,,CASH WITHDRAWAL,1995-11-08,77,26
3214.58,CREDIT,,CREDIT IN CASH,1995-11-13,77,26
1187.03,DEBIT,,CASH WITHDRAWAL,1993-12-13,41,27
2060.1,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-14,41,27
7123.54,CREDIT,OLD AGE PENSION,COLLECTION FROM ANOTHER BANK,1993-12-24,41,27
10.34,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-25,41,27
17.86,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-28,41,27
151.12,CREDIT,INTEREST CREDITED,,1993-12-31,41,27
14.83,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,41,27
4642.88,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-09,41,27
1137.54,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-13,41,27
724.01,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-14,41,27
4117.66,DEBIT,,CASH WITHDRAWAL,1994-01-17,41,27
175.44,CREDIT,INTEREST CREDITED,,1994-01-31,41,27
16.0,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,41,27
3018.71,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-08,41,27
908.59,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-12,41,27
9003.58,CREDIT,,CREDIT IN CASH,1994-02-13,41,27
4098.35,DEBIT,,CASH WITHDRAWAL,1994-02-20,41,27
143.97,CREDIT,INTEREST CREDITED,,1994-02-28,41,27
13.63,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,41,27
2680.61,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-08,41,27
1290.43,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-11,41,27
8869.56,CREDIT,,CREDIT IN CASH,1994-03-13,41,27
7042.06,DEBIT,,CASH WITHDRAWAL,1994-03-21,41,27
163.15,CREDIT,INTEREST CREDITED,,1994-03-31,41,27
14.56,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,41,27
3535.7,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-04-07,41,27
785.16,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-04-10,41,27
3104.72,DEBIT,,CASH WITHDRAWAL,1994-04-10,41,27
1178.51,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-04-12,41,27
5243.43,CREDIT,,CREDIT IN CASH,1994-04-13,41,27
4174.42,DEBIT,,CASH WITHDRAWAL,1994-04-16,41,27
3256.8,DEBIT,,CASH WITHDRAWAL,1994-04-18,41,27
2659.32,DEBIT,,CASH WITHDRAWAL,1994-04-18,41,27
138.56,CREDIT,INTEREST CREDITED,,1994-04-30,41,27
9.13,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,41,27
1681.9,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-05-08,41,27
815.77,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-05-11,41,27
3930.18,CREDIT,,CREDIT IN CASH,1994-05-12,41,27
119.91,CREDIT,INTEREST CREDITED,,1994-05-28,41,27
13.27,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,41,27
15.09,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,41,27
4197.77,DEBIT,,CASH WITHDRAWAL,1994-06-02,41,27
3095.52,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-06-06,41,27
950.61,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-06-08,41,27
1625.7,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-06-12,41,27
5435.47,CREDIT,,CREDIT IN CASH,1994-06-14,41,27
8098.3,CREDIT,,CREDIT IN CASH,1994-06-15,41,27
13707.32,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-06-24,41,27
20.79,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-06-30,41,27
9296.97,CREDIT,,CREDIT IN CASH,1994-06-30,41,27
106.72,CREDIT,INTEREST CREDITED,,1994-06-30,41,27
2842.87,DEBIT,,CASH WITHDRAWAL,1994-07-01,41,27
3255.36,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-07-05,41,27
2456.17,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-07-07,41,27
4603.58,CREDIT,,CREDIT IN CASH,1994-07-09,41,27
519.3,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-07-10,41,27
3447.04,CREDIT,,CREDIT IN CASH,1994-07-18,41,27
4067.57,DEBIT,,CASH WITHDRAWAL,1994-07-24,41,27
125.41,CREDIT,INTEREST CREDITED,,1994-07-31,41,27
12.7,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-07-31,41,27
4485.52,DEBIT,,CASH WITHDRAWAL,1994-08-01,41,27
2778.7,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-08-05,41,27
827.59,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-08-08,41,27
2365.21,DEBIT,,CASH WITHDRAWAL,1994-08-08,41,27
498.27,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-08-10,41,27
1734.36,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-08-13,41,27
4007.16,CREDIT,,CREDIT IN CASH,1994-08-14,41,27
205.44,CREDIT,INTEREST CREDITED,,1994-08-31,41,27
15.69,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-08-31,41,27
3161.94,DEBIT,,CASH WITHDRAWAL,1994-09-04,41,27
3214.26,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-09-06,41,27
828.26,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-09-09,41,27
445.38,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-09-12,41,27
4309.42,CREDIT,,CREDIT IN CASH,1994-09-13,41,27
107.32,CREDIT,INTEREST CREDITED,,1994-09-30,41,27
13.83,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-09-30,41,27
4332.75,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-10-05,41,27
618.3,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-10-07,41,27
2818.08,DEBIT,,CASH WITHDRAWAL,1994-10-08,41,27
3072.76,CREDIT,,CREDIT IN CASH,1994-10-10,41,27
3611.21,CREDIT,,CREDIT IN CASH,1993-09-07,22,28
3966.78,CREDIT,,CREDIT IN CASH,1993-10-14,22,28
1457.58,CREDIT,,CREDIT IN CASH,1994-01-10,22,28
2806.47,CREDIT,,CREDIT IN CASH,1994-01-10,22,28
1226.43,CREDIT,,CREDIT IN CASH,1994-03-27,22,28
2649.46,CREDIT,,CREDIT IN CASH,1994-05-08,22,28
1273.34,DEBIT,,CASH WITHDRAWAL,1994-06-08,22,28
1516.46,CREDIT,,CREDIT IN CASH,1994-06-18,22,28
40.52,CREDIT,INTEREST CREDITED,,1994-08-31,22,28
1249.16,DEBIT,,CASH WITHDRAWAL,1994-09-09,22,28
4122.17,CREDIT,,CREDIT IN CASH,1994-09-13,22,28
39.59,CREDIT,INTEREST CREDITED,,1994-10-31,22,28
29.12,CREDIT,INTEREST CREDITED,,1994-12-31,22,28
47.81,CREDIT,INTEREST CREDITED,,1995-01-09,22,28
1228.24,CREDIT,,CREDIT IN CASH,1995-01-24,22,28
54.95,CREDIT,INTEREST CREDITED,,1995-01-31,22,28
3565.08,DEBIT,,CASH WITHDRAWAL,1995-02-02,22,28
236.7,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-02-06,22,28
3025.9,CREDIT,,CREDIT IN CASH,1995-02-06,22,28
2.49,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-02-28,22,28
3580.61,DEBIT,,CASH WITHDRAWAL,1995-02-28,22,28
60.98,CREDIT,INTEREST CREDITED,,1995-02-28,22,28
113.15,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-03-05,22,28
183.02,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-03-05,22,28
198.33,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-03-06,22,28
118.04,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-03-07,22,28
121.01,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-03-08,22,28
596.91,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1995-03-11,22,28
1379.67,DEBIT,,CASH WITHDRAWAL,1995-03-27,22,28
9.81,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-03-31,22,28
86.88,CREDIT,INTEREST CREDITED,,1995-03-31,22,28
61.47,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-04-05,22,28
431.51,DEBIT, ,REMITTANCE TO ANOTHER BANK,1995-04-06,22,28
119.08,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-04-08,22,28
2117.56,CREDIT,,CREDIT IN CASH,1995-04-09,22,28
1585.77,CREDIT,,CREDIT IN CASH,1995-04-13,22,28
1247.71,DEBIT,,CASH WITHDRAWAL,1995-04-17,22,28
11.31,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-04-30,22,28
132.84,CREDIT,INTEREST CREDITED,,1995-04-30,22,28
1161.47,CREDIT,,CREDIT IN CASH,1995-05-04,22,28
134.3,DEBIT, ,REMITTANCE TO ANOTHER BANK,1995-05-06,22,28
109.74,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1995-05-07,22,28
1508.56,CREDIT,,CREDIT IN CASH,1995-05-07,22,28
396.37,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1995-05-11,22,28
851.96,DEBIT,,CASH WITHDRAWAL,1995-05-15,22,28
4307.53,CREDIT,,CREDIT IN CASH,1995-05-16,22,28
5515.21,CREDIT,,CREDIT IN CASH,1995-05-24,22,28
8.61,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-05-31,22,28
